timestamp_ms,event,best_bid,best_ask,mid_price,last_trade_price,last_trade_qty,vwap,sma,rsi,signal,signal_reason
1772090038176,trade,68223.80,68223.81,68223.80,68223.81,0.000750,68227.41,68223.81,0.0,NONE,RSI exited overbought zone
1772090038260,trade,68223.80,68223.81,68223.80,68223.81,0.000750,68227.41,68223.81,0.0,NONE,RSI exited overbought zone
1772090038347,trade,68223.80,68223.81,68223.80,68223.81,0.000750,68227.41,68223.81,0.0,NONE,RSI exited overbought zone
1772090038441,trade,68223.80,68223.81,68223.80,68223.81,0.000750,68227.41,68223.81,0.0,NONE,RSI exited overbought zone
1772090038524,trade,68223.80,68223.81,68223.80,68223.81,0.000750,68227.41,68223.81,0.0,NONE,RSI exited overbought zone
1772090038608,trade,68223.80,68223.81,68223.80,68223.81,0.000750,68227.41,68223.81,0.0,NONE,RSI exited overbought zone
1772090038693,trade,68223.80,68223.81,68223.80,68223.81,0.000750,68227.40,68223.81,0.0,NONE,RSI exited overbought zone
1772090038776,trade,68223.80,68223.81,68223.80,68223.81,0.000750,68227.40,68223.81,0.0,NONE,RSI exited overbought zone
1772090038860,trade,68223.80,68223.81,68223.80,68223.81,0.000750,68227.40,68223.81,0.0,NONE,RSI exited overbought zone
1772090038946,trade,68225.63,68225.64,68225.64,68225.64,0.000780,68227.40,68224.27,99.0,NONE,RSI exited oversold zone
1772090039033,trade,68225.63,68225.64,68225.64,68225.64,0.000780,68227.40,68224.72,99.0,NONE,RSI exited oversold zone
1772090039121,trade,68225.63,68225.64,68225.64,68225.63,0.000140,68227.40,68225.18,0.0,SELL,RSI exited overbought zone
1772090039207,trade,68225.63,68225.64,68225.64,68225.63,0.000140,68227.40,68225.64,0.0,NONE,RSI exited overbought zone
1772090039292,trade,68225.63,68225.64,68225.64,68225.63,0.004120,68227.40,68225.63,0.0,NONE,RSI exited overbought zone
1772090039377,trade,68225.63,68225.64,68225.64,68225.63,0.004120,68227.39,68225.63,0.0,NONE,RSI exited overbought zone
1772090039465,trade,68225.63,68225.64,68225.64,68225.63,0.004120,68227.39,68225.63,0.0,NONE,RSI exited overbought zone
1772090039550,trade,68225.63,68225.64,68225.64,68225.63,0.004120,68227.38,68225.63,0.0,NONE,RSI exited overbought zone
1772090039636,trade,68225.63,68225.64,68225.64,68225.63,0.004120,68227.38,68225.63,0.0,NONE,RSI exited overbought zone
1772090039788,trade,68225.63,68225.64,68225.64,68225.63,0.004120,68227.37,68225.63,0.0,NONE,RSI exited overbought zone
1772090039873,trade,68225.63,68225.64,68225.64,68225.63,0.004120,68227.37,68225.63,0.0,NONE,RSI exited overbought zone
1772090039958,trade,68225.63,68225.64,68225.64,68225.63,0.000740,68227.37,68225.63,50.0,NONE,RSI exited overbought zone
1772090040042,trade,68225.63,68225.64,68225.64,68225.63,0.000740,68227.37,68225.63,50.0,NONE,RSI exited overbought zone
1772090040125,trade,68225.63,68225.64,68225.64,68225.63,0.000740,68227.36,68225.63,50.0,NONE,RSI exited overbought zone
1772090040208,trade,68225.63,68225.64,68225.64,68225.63,0.000740,68227.36,68225.63,0.0,NONE,RSI exited overbought zone
1772090040292,trade,68225.63,68225.64,68225.64,68225.63,0.000740,68227.36,68225.63,0.0,NONE,RSI exited overbought zone
1772090040375,trade,68225.63,68225.64,68225.64,68225.63,0.000740,68227.36,68225.63,0.0,NONE,RSI exited overbought zone
1772090040459,trade,68225.63,68225.64,68225.64,68225.63,0.000740,68227.36,68225.63,0.0,NONE,RSI exited overbought zone
1772090040542,trade,68225.63,68225.64,68225.64,68225.63,0.000740,68227.36,68225.63,0.0,NONE,RSI exited overbought zone
1772090040625,trade,68225.63,68225.64,68225.64,68225.63,0.000740,68227.36,68225.63,0.0,NONE,RSI exited overbought zone
1772090040709,trade,68225.63,68225.64,68225.64,68225.63,0.000740,68227.36,68225.63,0.0,NONE,RSI exited overbought zone
1772090040792,trade,68225.63,68225.64,68225.64,68225.63,0.000740,68227.36,68225.63,0.0,NONE,RSI exited overbought zone
1772090040875,trade,68225.63,68225.64,68225.64,68225.63,0.000740,68227.36,68225.63,0.0,NONE,RSI exited overbought zone
1772090040958,trade,68225.63,68225.64,68225.64,68225.63,0.000750,68227.36,68225.63,0.0,NONE,RSI exited overbought zone
1772090041041,trade,68225.63,68225.64,68225.64,68225.63,0.000750,68227.36,68225.63,0.0,NONE,RSI exited overbought zone
1772090041124,trade,68225.63,68225.64,68225.64,68225.63,0.000750,68227.35,68225.63,0.0,NONE,RSI exited overbought zone
1772090041207,trade,68225.63,68225.64,68225.64,68225.63,0.000750,68227.35,68225.63,0.0,NONE,RSI exited overbought zone
1772090041291,trade,68225.63,68225.64,68225.64,68225.63,0.000750,68227.35,68225.63,0.0,NONE,RSI exited overbought zone
1772090041375,trade,68225.63,68225.64,68225.64,68225.63,0.039190,68227.34,68225.63,0.0,NONE,RSI exited overbought zone
1772090041458,trade,68225.63,68225.64,68225.64,68225.63,0.039190,68227.30,68225.63,0.0,NONE,RSI exited overbought zone
1772090041542,trade,68225.63,68225.64,68225.64,68225.63,0.039190,68227.26,68225.63,0.0,NONE,RSI exited overbought zone
1772090041626,trade,68225.63,68225.64,68225.64,68225.63,0.039190,68227.22,68225.63,0.0,NONE,RSI exited overbought zone
1772090041712,trade,68225.63,68225.64,68225.64,68225.63,0.039190,68227.18,68225.63,0.0,NONE,RSI exited overbought zone
1772090041800,trade,68225.63,68225.64,68225.64,68225.63,0.000410,68227.18,68225.63,0.0,NONE,RSI exited overbought zone
1772090041883,trade,68225.63,68225.64,68225.64,68225.63,0.000410,68227.18,68225.63,0.0,NONE,RSI exited overbought zone
1772090041968,trade,68225.63,68225.64,68225.64,68225.63,0.000170,68227.18,68225.63,0.0,NONE,RSI exited overbought zone
1772090042056,trade,68225.63,68225.64,68225.64,68225.63,0.000170,68227.18,68225.63,0.0,NONE,RSI exited overbought zone
1772090042142,trade,68225.63,68225.64,68225.64,68225.63,0.000170,68227.18,68225.63,0.0,NONE,RSI exited overbought zone
1772090042226,trade,68225.63,68225.64,68225.64,68218.89,0.008800,68227.04,68224.98,0.0,NONE,RSI exited overbought zone
1772090042311,trade,68225.63,68225.64,68225.64,68218.89,0.003000,68227.03,68223.29,0.0,NONE,RSI exited overbought zone
1772090042397,trade,68218.89,68218.90,68218.89,68218.89,0.008790,68227.00,68221.61,0.0,NONE,RSI exited overbought zone
1772090042482,trade,68218.89,68218.90,68218.89,68218.89,0.008790,68226.96,68219.92,0.0,NONE,RSI exited overbought zone
1772090042566,trade,68215.90,68215.91,68215.90,68215.91,0.000510,68226.92,68218.74,0.0,NONE,RSI exited overbought zone
1772090042650,trade,68215.90,68215.91,68215.90,68215.91,0.000510,68226.92,68218.00,0.0,NONE,RSI exited overbought zone
1772090042734,trade,68215.90,68215.91,68215.90,68215.91,0.000510,68226.92,68217.25,0.0,NONE,RSI exited overbought zone
1772090042820,trade,68215.90,68215.91,68215.90,68215.90,0.004510,68226.90,68216.50,0.0,NONE,RSI exited overbought zone
